method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs
Selective bandit,keyword_compress,5a8789115542994846c1cd9a,Imran Khan has worked in what type of films refering to the Pashto Language film industry?,1.0,1.0,1.0,0.0,1,10,1.5,imran khan worked type films refering pashto language film industry,Imran Khan (Pakistani actor) | Pashto cinema | Khan Abdul Ghani Khan | 57th Filmfare Awards | Imran Khan (Indian actor),Imran Khan (Pakistani actor) | Pashto cinema
Selective bandit,keep,5ac3165c5542995ef918c10a,Which American film director hosted the 18th Independent Spirit Awards in 2002?,1.0,1.0,1.0,0.0,1,12,1.5,Which American film director hosted the 18th Independent Spirit Awards in 2002?,18th Independent Spirit Awards | John Waters | Independent Spirit Award for Best First Feature | 28th Independent Spirit Awards | 32nd Independent Spirit Awards,18th Independent Spirit Awards | John Waters
Selective bandit,keyword_compress,5a724ba25542990c210a40c7,What is the English translation of the social group which Baran Khan Kudezai was a part of?,0.5,1.0,0.6131471927654584,0.0,1,8,1.0,english translation social group baran khan kudezai part,Baran Khan Kudezai | Gul Baran Khiljii | Social group | Pluralistic ignorance | Exogamy,Baran Khan Kudezai | Loya jirga
Selective bandit,keyword_compress,5ab5c31b554299488d4d9a19,"""Aroma-scope"" used in Spy Kids 4 is reminiscent of what marketing gimmick used in Polyester in 1981?",1.0,1.0,1.0,0.0,1,12,1.5,aroma scope used spy kids 4 reminiscent marketing gimmick used polyester 1981,"Spy Kids: All the Time in the World | Polyester (film) | 10, 9, 8, 7, 6, 5, 4, 3, 2, 1 | Sin Cara | Razor Ramon",Polyester (film) | Spy Kids: All the Time in the World
Selective bandit,keyword_compress,5a74b66a55429929fddd84cb,Was Lee Grant or Colin Campbell born first?,0.5,0.5,0.38685280723454163,0.0,1,6,0.75,lee grant colin campbell born first,"Lee Grant (New Zealand actress) | Lee Grant | Sir Colin Campbell, 1st Baronet, of Lundie | Colin Campbell, 1st Earl of Argyll | Gertrude Elizabeth Blood",Colin Campbell (director) | Lee Grant
Selective bandit,keep,5ae254565542992decbdccbb,"In what year was the writer of the drama ""Ingenious"" born?",0.0,0.0,0.0,0.0,1,11,0.0,"In what year was the writer of the drama ""Ingenious"" born?",Henry Cecil Leon | Tom Cruise filmography | John Tinker (TV producer) | Liz Heldens | The Carrie Diaries,Ingenious (2009 British film) | Jeanette Winterson
Selective bandit,keyword_compress,5ae7281c5542991e8301cb69,The fourth episode The Simpsons' seventh season has what kind of theme?,1.0,0.5,0.6934264036172708,0.0,1,7,1.25,fourth episode simpsons seventh season kind theme,"The Simpsons 138th Episode Spectacular | Religion in The Simpsons | Bart Sells His Soul | Hit and Run, Run, Run | I'm a Little Bit Country",Bart Sells His Soul | Religion in The Simpsons
Selective bandit,keyword_compress,5ae048a255429924de1b708e,What movie did Pitof direct which had an action-adventure tie-in video game based off of it in 2004?,1.0,0.5,0.6934264036172708,0.0,1,11,1.25,movie pitof direct action adventure tie video game based off 2004,Shrek Forever After (video game) | Catwoman (video game) | Catwoman (film) | Lego Knights' Kingdom | Tron Evolution: Battle Grids,Catwoman (film) | Catwoman (video game)
Selective bandit,decompose,5a7a36e65542990198eaf0ea,When was the creator of Bully Boy born?,0.5,0.5,0.38685280723454163,0.1,2,4,0.65,creator bully || boy born,Bully boy | Bully Boy | Thurzday | Bubble Boy (musical) | William Phips,Bully Boy | Sandi Toksvig
Selective bandit,keyword_compress,5ac1d4ad5542994d76dccef7,"Which of the seven Disney characters who had been given a series of their own, starring in cartoons who opened with their own logo  is a fictional character who first appeared in Disney's ""Pinocchio""?",1.0,1.0,0.8772153153380493,0.0,1,19,1.5,seven disney characters been given series own starring cartoons opened own logo fictional character first appeared disney s pinocchio,Humphrey the Bear | Mickey's Mouse Tracks | Jiminy Cricket | Figaro (Disney) | Sylvester the Cat,Figaro (Disney) | Humphrey the Bear
Selective bandit,keep,5a7cef6955429909bec768ad,"Which municipality of Gunnison County, Colorado is now called ""the last great Colorado ski town"" and is located near the Lucky Jack mine?",1.0,1.0,1.0,0.0,1,23,1.5,"Which municipality of Gunnison County, Colorado is now called ""the last great Colorado ski town"" and is located near the Lucky Jack mine?","Crested Butte, Colorado | Lucky Jack mine | Gunnison, Colorado | Quartz Creek (Gunnison County, Colorado) | Crested Butte","Crested Butte, Colorado | Lucky Jack mine"
Selective bandit,keep,5a7a47be5542994f819ef1b2,Near the banks of what river is the city in Romania with a partner Aspen Institute located?,1.0,1.0,1.0,0.0,1,17,1.5,Near the banks of what river is the city in Romania with a partner Aspen Institute located?,Bucharest | Aspen Institute | Mircea Geoană | Walla Walla Community College | José M. de Areilza,Aspen Institute | Bucharest
Selective bandit,keyword_compress,5ab5f249554299488d4d9a5d,What class of yamaha class sport bike motorcycle did Ryuji Yokoa use when he finished as champion in the MFJ All Japan Road Race GP250 Championship in 2006?,1.0,1.0,1.0,0.0,1,19,1.5,class yamaha class sport bike motorcycle ryuji yokoa use finished champion mfj all japan road race gp250 championship 2006,Yamaha YZF-R6 | Ryuji Yokoe | Tatsuya Yamaguchi (motorcycle racer) | Yuuki Ito | Kazuki Watanabe (motorcycle racer),Ryuji Yokoe | Yamaha YZF-R6
Selective bandit,keyword_compress,5a8b6d885542997f31a41d25,"Which actress is ""Beyond Rangoon"" was also in ""True Romance"" and ""Ed Wood?""",1.0,0.5,0.6240505200038379,0.0,1,8,1.25,actress beyond rangoon also true romance ed wood,Music of True Romance for Hyper Meat Performance | Patricia Arquette | Beyond Rangoon (soundtrack) | Final Curtain (film) | Beyond Rangoon,Beyond Rangoon | Patricia Arquette
Selective bandit,keyword_compress,5ab2d3c5554299295394687a,"Isaac Live Schreiber, better known as Live Schrieber, acted in Salt, a 2010 American action thriller film directed by whom?",1.0,0.5,0.6934264036172708,0.0,1,15,1.25,isaac live schreiber better known live schrieber acted salt 2010 american action thriller film directed,To Live and Die in L.A. (film) | Liev Schreiber | Salt (2010 film) | Eliminators (2016 film) | Close Range,Liev Schreiber | Salt (2010 film)
Selective bandit,entity_expand,5a8bc3ac5542995e66a47501,Where is the head quarter of the Blue Bird Body Company?,1.0,0.3333333333333333,0.5706417189553201,0.08,1,10,1.0866666666666667,Blue Bird Body Company head quarter blue bird body company,Blue Bird TC/2000 | Blue Bird All American | Blue Bird Corporation | Albert Luce | Mhowgaon,Albert Luce | Blue Bird Corporation
Selective bandit,keep,5a8d50fb55429941ae14dfa2,"The Bodie & Benton Railway was a narrow gauge common carrier railroad in California, from the Mono Mills to a terminus in a ghost town located how many miles away from Lake Tahoe ?",1.0,1.0,1.0,0.0,1,34,1.5,"The Bodie & Benton Railway was a narrow gauge common carrier railroad in California, from the Mono Mills to a terminus in a ghost town located how many miles away from Lake Tahoe ?","Bodie and Benton Railway and Commercial Company | Bodie, California | Lakeside and Marblehead Railroad | Mono Mills Junction, California | Mono Mills, California","Bodie and Benton Railway and Commercial Company | Bodie, California"
Selective bandit,keyword_compress,5a7b2c9155429927d897bf51,"Who was born first, Little Feat's Lowell George, or Ian Hunter from Mott the Hoople?",0.5,0.5,0.38685280723454163,0.0,1,11,0.75,born first little feat s lowell george ian hunter mott hoople,"Ian Hunter (album) | Lowell George | Thanks, I'll Eat It Here | Born Late '58 | Pressure Drop (album)",Ian Hunter (singer) | Lowell George
Selective bandit,keyword_compress,5a88f9555542995153361214,The Jeep Cherokee was originally sold as a variant of a Jeep model produced during what years?,1.0,1.0,1.0,0.0,1,10,1.5,jeep cherokee originally sold variant jeep model produced during years,Jeep Cherokee | Jeep Wagoneer (SJ) | Jeep Liberty | Jeep Cherokee (SJ) | Jeep Cherokee (XJ),Jeep Cherokee | Jeep Wagoneer (SJ)
Selective bandit,keep,5ac2dfac554299657fa290b3,"What multinational professional services firm, headquartered in London, England, is one of the ""Big Four"" accounting firms and is also a tenant in InfoPark, Kochi?",1.0,1.0,0.9197207891481876,0.0,1,25,1.5,"What multinational professional services firm, headquartered in London, England, is one of the ""Big Four"" accounting firms and is also a tenant in InfoPark, Kochi?","Ernst &amp; Young | PricewaterhouseCoopers | InfoPark, Kochi | World Services Group | Arup Group","Ernst &amp; Young | InfoPark, Kochi"
Selective bandit,keyword_compress,5ae648b955429929b0807b1d,The physicist who is responsible for identifying the Rabi cycle won what award?,1.0,1.0,0.9197207891481876,0.0,1,7,1.5,physicist responsible identifying rabi cycle won award,Isidor Isaac Rabi | Records management | Rabi cycle | Nuclear Fuel Cycle Royal Commission | Rabbi Jonathan,Isidor Isaac Rabi | Rabi cycle
Selective bandit,keyword_compress,5a8a756555429970aeb702f2,Stray Arrows: A Collection of Favorites is the first compilation album released by an American alternative metal band that formed in what Chicago suburb?,1.0,1.0,1.0,0.0,1,15,1.5,stray arrows collection favorites first compilation album released american alternative metal band formed chicago suburb,Stray Arrows: A Collection of Favorites | Chevelle (band) | Janus (American band) | Antennas to Hell | Change (In the House of Flies),Chevelle (band) | Stray Arrows: A Collection of Favorites
Selective bandit,keyword_compress,5aba9813554299232ef4a357,"Which is a choreographer, Yuen Woo-ping or Basil Dean?",0.5,1.0,0.6131471927654584,0.0,1,6,1.0,choreographer yuen woo ping basil dean,Yuen Woo-ping | Yuen Cheung-yan | Shaolin Drunkard | Snake in the Eagle's Shadow | True Legend,Basil Dean | Yuen Woo-ping
Selective bandit,entity_expand,5a7f1ad155429934daa2fce2,Australian National Airways was founded by the person who made the first what in 1928?,1.0,1.0,1.0,0.06,1,11,1.44,Australian National Airways australian national airways founded person made first 1928,Australian National Airways (1930) | Charles Kingsford Smith | Union Airways of N.Z. Ltd | West Australian Airways | 1931 Avro Ten Southern Cloud disappearance,Australian National Airways (1930) | Charles Kingsford Smith
Selective bandit,keep,5ab94cca554299753720f7dd,"Angelspit toured the United States with an American electronic music duo from Orlando, Florida, that formed in what year?",1.0,1.0,1.0,0.0,1,19,1.5,"Angelspit toured the United States with an American electronic music duo from Orlando, Florida, that formed in what year?",Angelspit | Blood on the Dance Floor (band) | Harnessed the Storm | The M Machine | Streets of Gold,Angelspit | Blood on the Dance Floor (band)
Selective bandit,keyword_compress,5a85e57a5542994c784ddbb1,What 1986 drama directed by Lee Doo-yong starred Lee Mi-sook?,1.0,0.3333333333333333,0.5706417189553201,0.0,1,10,1.1666666666666667,1986 drama directed lee doo yong starred lee mi sook,Eunuch (film) | Miss Korea (TV series) | Lee Mi-sook | Mulberry (film) | Police Story (1979 film),Lee Mi-sook | Mulberry (film)
Selective bandit,keep,5ae0968955429924de1b7105,When was the rock band to which Pre-Creedence name was changed active? ,1.0,1.0,1.0,0.0,1,12,1.5,When was the rock band to which Pre-Creedence name was changed active?,Pre-Creedence | Creedence Clearwater Revival | She (American band) | The Crash (band) | Analogy (band),Creedence Clearwater Revival | Pre-Creedence
Selective bandit,keyword_compress,5ac3a0db554299391541383a,Phyllis Kohn holds a seat in the House of Representatives which meets where?,0.0,0.0,0.0,0.0,1,7,0.0,phyllis kohn holds seat house representatives meets,Iowa House of Representatives | Washington House of Representatives | Phyllis Heineman | Janine Boyd | Franklin Coslett,Minnesota House of Representatives | Phyllis Kahn
Selective bandit,keep,5a881cbb55429938390d3ee7,St. John of the Cross Episcopal Church has a rectory that was in a style that was a product of what earlier style?,0.5,1.0,0.6131471927654584,0.0,1,23,1.0,St. John of the Cross Episcopal Church has a rectory that was in a style that was a product of what earlier style?,"St. John of the Cross Episcopal Church | St. John's Episcopal Church, Canandaigua | St. Augustine's Episcopal Church Complex | St. Barnabas Episcopal Church (Troy, New York) | Mountain Road Historic District",Greek Revival architecture | St. John of the Cross Episcopal Church
Selective bandit,decompose,5abea9a35542990832d3a07e,Bullewijk metro station is part of a mixed rapid transit and light rail system that is how many km long?,1.0,1.0,0.9197207891481876,0.1,2,19,1.4,Bullewijk metro station is part of a mixed rapid transit || light rail system that is how many km long,Bullewijk metro station | Manila Light Rail Transit System Line 2 | Amsterdam Metro | Mashhad Urban Railway | List of Los Angeles Metro Rail stations,Amsterdam Metro | Bullewijk metro station
Selective bandit,keep,5a8fb65d5542997ba9cb32fa, Steven S. Crompton is a Canadian-born artist known as the artist for a a fantasy role-playing game designed by Ken St. Andre and first published by who?,1.0,1.0,1.0,0.0,1,27,1.5,Steven S. Crompton is a Canadian-born artist known as the artist for a a fantasy role-playing game designed by Ken St. Andre and first published by who?,Steve Crompton | Tunnels &amp; Trolls | Starfaring | The Sorcerer's Cave | Alshard,Steve Crompton | Tunnels &amp; Trolls
Selective bandit,keyword_compress,5abbd4425542993f40c73bcc,What party was the secretary of commerce and housing under the 42 Governor of Kansas?,0.5,0.5,0.38685280723454163,0.0,1,8,0.75,party secretary commerce housing under 42 governor kansas,Ron Rosenfeld | Robert G. Knight | Luther H. Hodges Jr. | Natalie Shirley | Dave Lopez,Joan Finney | Robert G. Knight
Selective bandit,keyword_compress,5a7e02e05542995ed0d1667c,Was the Sacramento Deep Water Ship Channel or the Contra Costa Canal completed in an earlier year?,1.0,1.0,0.9197207891481876,0.0,1,11,1.5,sacramento deep water ship channel contra costa canal completed earlier year,"Sacramento Deep Water Ship Channel | Bayport Terminal | Contra Costa Canal | Contra Costa Water District | Contra Costa Centre, California",Contra Costa Canal | Sacramento Deep Water Ship Channel
Selective bandit,keep,5ac002705542996f0d89cb05,"In what administrative category are the cities of Beitun, Xinjiang and Wafangdian?",0.5,1.0,0.6131471927654584,0.0,1,12,1.0,"In what administrative category are the cities of Beitun, Xinjiang and Wafangdian?",Wafangdian | Second Ürümqi–Jinghe Railway | Xinjiang Production and Construction Corps | Western Ukraine | Xinjiang,"Beitun, Xinjiang | Wafangdian"
Selective bandit,keyword_compress,5a747a3755429974ef308c09,What two occupations did Scott Weiland and Richard Hawley have in common?,1.0,1.0,0.8503449055347546,0.0,1,7,1.5,two occupations scott weiland richard hawley common,Scott Weiland | &quot;Happy&quot; in Galoshes | Truelove's Gutter | Late Night Final | Richard Hawley,Richard Hawley | Scott Weiland
