method,action,qid,question,recall_at_5,mrr,ndcg_at_5,reward,rewrite_cost,retrieval_calls,queries,top_docs,gold_docs
Hybrid keyword,keyword_compress,5a7b22f8554299042af8f6ff,Who was the opponent of the Republican of Indenosia when Nugroho Notosusanto served as a member of the Student Army,0.5,1.0,0.6131471927654584,1.0,0.0,2,opponent republican indenosia nugroho notosusanto served member student army,Nugroho Notosusanto | Donald Trahan | Jonathan Paton | Pengkhianatan G30S/PKI | Iwan Simatupang,Indonesian National Revolution | Nugroho Notosusanto
Dense original,keep,5a72aec45542994cef4bc3d7,"Which author lived longer, Nelson Algren or Nathanael West?",1.0,1.0,0.8503449055347546,1.5,0.0,1,"Which author lived longer, Nelson Algren or Nathanael West?",Nathanael West | James F. Light | A Walk on the Wild Side | The Man with the Golden Arm (novel) | Nelson Algren,Nathanael West | Nelson Algren
Dense keyword,keyword_compress,5a72aec45542994cef4bc3d7,"Which author lived longer, Nelson Algren or Nathanael West?",1.0,1.0,0.8503449055347546,1.5,0.0,1,author lived longer nelson algren nathanael west,Nathanael West | James F. Light | A Walk on the Wild Side | The Man with the Golden Arm (novel) | Nelson Algren,Nathanael West | Nelson Algren
Hybrid original,keep,5a72aec45542994cef4bc3d7,"Which author lived longer, Nelson Algren or Nathanael West?",0.5,1.0,0.6131471927654584,1.0,0.0,2,"Which author lived longer, Nelson Algren or Nathanael West?",Nathanael West | Hotel Kenmore Hall | James F. Light | A Walk on the Wild Side | The Man with the Golden Arm,Nathanael West | Nelson Algren
Hybrid keyword,keyword_compress,5a72aec45542994cef4bc3d7,"Which author lived longer, Nelson Algren or Nathanael West?",1.0,1.0,0.8772153153380493,1.5,0.0,2,author lived longer nelson algren nathanael west,Nathanael West | Hotel Kenmore Hall | James F. Light | Nelson Algren | A Walk on the Wild Side,Nathanael West | Nelson Algren
Dense original,keep,5ab8a7f65542991b5579efca,"The city in which the Disney Resort & Spa, Aulani is located in, is colloquially known as what?",0.5,1.0,0.6131471927654584,1.0,0.0,1,"The city in which the Disney Resort & Spa, Aulani is located in, is colloquially known as what?",Aulani | Ko Olina Resort | Disney's Coronado Springs Resort | Disney's Grand Floridian Resort &amp; Spa | Walt Disney World Dolphin,"Aulani | Kapolei, Hawaii"
Dense keyword,keyword_compress,5ab8a7f65542991b5579efca,"The city in which the Disney Resort & Spa, Aulani is located in, is colloquially known as what?",0.5,1.0,0.6131471927654584,1.0,0.0,1,city disney resort spa aulani located colloquially known,Aulani | Disney's Grand Floridian Resort &amp; Spa | Disney's Coronado Springs Resort | Ko Olina Resort | Walt Disney World Dolphin,"Aulani | Kapolei, Hawaii"
Hybrid original,keep,5ab8a7f65542991b5579efca,"The city in which the Disney Resort & Spa, Aulani is located in, is colloquially known as what?",1.0,1.0,1.0,1.5,0.0,2,"The city in which the Disney Resort & Spa, Aulani is located in, is colloquially known as what?","Aulani | Kapolei, Hawaii | Ko Olina Resort | Disney's Coronado Springs Resort | Tokyo DisneySea","Aulani | Kapolei, Hawaii"
Hybrid keyword,keyword_compress,5ab8a7f65542991b5579efca,"The city in which the Disney Resort & Spa, Aulani is located in, is colloquially known as what?",1.0,1.0,1.0,1.5,0.0,2,city disney resort spa aulani located colloquially known,"Aulani | Kapolei, Hawaii | Disney's Grand Floridian Resort &amp; Spa | Ko Olina Resort | Disney's Coronado Springs Resort","Aulani | Kapolei, Hawaii"
Dense original,keep,5ae2c4d75542991a06ce98d0,"Who has a wider scope of profession, Pete Dexter or Elie Wiesel?",1.0,1.0,0.8503449055347546,1.5,0.0,1,"Who has a wider scope of profession, Pete Dexter or Elie Wiesel?",Pete Dexter | Elie Wiesel Foundation for Humanity | Elisha Wiesel | Richard Heffner | Elie Wiesel,Elie Wiesel | Pete Dexter
Dense keyword,keyword_compress,5ae2c4d75542991a06ce98d0,"Who has a wider scope of profession, Pete Dexter or Elie Wiesel?",1.0,1.0,0.8503449055347546,1.5,0.0,1,wider scope profession pete dexter elie wiesel,Pete Dexter | Elie Wiesel Foundation for Humanity | Richard Heffner | Elisha Wiesel | Elie Wiesel,Elie Wiesel | Pete Dexter
Hybrid original,keep,5ae2c4d75542991a06ce98d0,"Who has a wider scope of profession, Pete Dexter or Elie Wiesel?",0.5,1.0,0.6131471927654584,1.0,0.0,2,"Who has a wider scope of profession, Pete Dexter or Elie Wiesel?",Pete Dexter | Elie Wiesel Foundation for Humanity | Mark Podwal | Elisha Wiesel | Richard Heffner,Elie Wiesel | Pete Dexter
Hybrid keyword,keyword_compress,5ae2c4d75542991a06ce98d0,"Who has a wider scope of profession, Pete Dexter or Elie Wiesel?",1.0,1.0,0.8772153153380493,1.5,0.0,2,wider scope profession pete dexter elie wiesel,Pete Dexter | Elie Wiesel Foundation for Humanity | Elisha Wiesel | Elie Wiesel | Richard Heffner,Elie Wiesel | Pete Dexter
Dense original,keep,5ac11139554299294b219083,Creed features the boxer who held what WBC title from 2016 to 2017?,1.0,1.0,1.0,1.5,0.0,1,Creed features the boxer who held what WBC title from 2016 to 2017?,Tony Bellew | Creed (film) | Keith Thurman | Mike Tyson | Samuel Peter,Creed (film) | Tony Bellew
Dense keyword,keyword_compress,5ac11139554299294b219083,Creed features the boxer who held what WBC title from 2016 to 2017?,1.0,1.0,1.0,1.5,0.0,1,creed features boxer held wbc title 2016 2017,Tony Bellew | Creed (film) | Keith Thurman | Mike Tyson | Shinsuke Yamanaka,Creed (film) | Tony Bellew
Hybrid original,keep,5ac11139554299294b219083,Creed features the boxer who held what WBC title from 2016 to 2017?,1.0,1.0,1.0,1.5,0.0,2,Creed features the boxer who held what WBC title from 2016 to 2017?,Tony Bellew | Creed (film) | Katsunari Takayama | Samuel Peter | Keith Thurman,Creed (film) | Tony Bellew
Hybrid keyword,keyword_compress,5ac11139554299294b219083,Creed features the boxer who held what WBC title from 2016 to 2017?,1.0,1.0,1.0,1.5,0.0,2,creed features boxer held wbc title 2016 2017,Tony Bellew | Creed (film) | Keith Thurman | Shinsuke Yamanaka | Katsunari Takayama,Creed (film) | Tony Bellew
Dense original,keep,5a8a09ff5542992d82986e6b,When did the husband of William Roper bornj who was also the father of  Margaret Roper?,0.5,0.3333333333333333,0.3065735963827292,0.6666666666666666,0.0,1,When did the husband of William Roper bornj who was also the father of  Margaret Roper?,William Roper | Margaret Roper | Portrait Miniature of Margaret Roper | Chris Roper | Robert William Roper House,Portrait Miniature of Margaret Roper | Thomas More
Dense keyword,keyword_compress,5a8a09ff5542992d82986e6b,When did the husband of William Roper bornj who was also the father of  Margaret Roper?,0.5,0.2,0.23719771276929622,0.6,0.0,1,husband william roper bornj also father margaret roper,William Roper | Margaret Roper | Chris Roper | Robert William Roper House | Portrait Miniature of Margaret Roper,Portrait Miniature of Margaret Roper | Thomas More
Hybrid original,keep,5a8a09ff5542992d82986e6b,When did the husband of William Roper bornj who was also the father of  Margaret Roper?,0.5,0.3333333333333333,0.3065735963827292,0.6666666666666666,0.0,2,When did the husband of William Roper bornj who was also the father of  Margaret Roper?,Margaret Roper | William Roper | Portrait Miniature of Margaret Roper | Bill Roper (American football) | Chris Roper,Portrait Miniature of Margaret Roper | Thomas More
Hybrid keyword,keyword_compress,5a8a09ff5542992d82986e6b,When did the husband of William Roper bornj who was also the father of  Margaret Roper?,0.5,0.25,0.2640681225725909,0.625,0.0,2,husband william roper bornj also father margaret roper,William Roper | Margaret Roper | Chris Roper | Portrait Miniature of Margaret Roper | Bill Roper (American football),Portrait Miniature of Margaret Roper | Thomas More
Dense original,keep,5ab5052a5542990594ba9ccf,Who did a new permanent member on the fourteenth season of  So You Think You Can Dance play in High School Musical?,1.0,1.0,0.8772153153380493,1.5,0.0,1,Who did a new permanent member on the fourteenth season of  So You Think You Can Dance play in High School Musical?,So You Think You Can Dance (U.S. season 14) | Club HSM: Make It Happen | High School Musical on Stage! | Vanessa Hudgens | High School Musical 2: Work This Out!,So You Think You Can Dance (U.S. season 14) | Vanessa Hudgens
Dense keyword,keyword_compress,5ab5052a5542990594ba9ccf,Who did a new permanent member on the fourteenth season of  So You Think You Can Dance play in High School Musical?,0.5,1.0,0.6131471927654584,1.0,0.0,1,new permanent member fourteenth season so you think you can dance play high school musical,So You Think You Can Dance (U.S. season 14) | High School Musical on Stage! | Club HSM: Make It Happen | High School Musical 3: Senior Year | High School Musical 2: Work This Out!,So You Think You Can Dance (U.S. season 14) | Vanessa Hudgens
Hybrid original,keep,5ab5052a5542990594ba9ccf,Who did a new permanent member on the fourteenth season of  So You Think You Can Dance play in High School Musical?,0.5,1.0,0.6131471927654584,1.0,0.0,2,Who did a new permanent member on the fourteenth season of  So You Think You Can Dance play in High School Musical?,So You Think You Can Dance (U.S. season 14) | Club HSM: Make It Happen | High School Musical 3: Senior Year | High School Musical 2: Work This Out! | High School Musical (book series),So You Think You Can Dance (U.S. season 14) | Vanessa Hudgens
Hybrid keyword,keyword_compress,5ab5052a5542990594ba9ccf,Who did a new permanent member on the fourteenth season of  So You Think You Can Dance play in High School Musical?,0.5,1.0,0.6131471927654584,1.0,0.0,2,new permanent member fourteenth season so you think you can dance play high school musical,So You Think You Can Dance (U.S. season 14) | High School Musical 2: Work This Out! | Club HSM: Make It Happen | High School Musical on Stage! | High School Musical (book series),So You Think You Can Dance (U.S. season 14) | Vanessa Hudgens
Dense original,keep,5a775bab5542994aec3b72a8,The National symbols of Albania are used in this part of Serbia that are composed of which municipalities?,1.0,1.0,0.9197207891481876,1.5,0.0,1,The National symbols of Albania are used in this part of Serbia that are composed of which municipalities?,National symbols of Albania | National symbols of Serbia | Preševo Valley | National symbols of Peru | National symbols of Belarus,National symbols of Albania | Preševo Valley
Dense keyword,keyword_compress,5a775bab5542994aec3b72a8,The National symbols of Albania are used in this part of Serbia that are composed of which municipalities?,1.0,1.0,0.8503449055347546,1.5,0.0,1,national symbols albania used part serbia composed municipalities,National symbols of Albania | National symbols of Serbia | National symbols of Peru | National symbols of Belarus | Preševo Valley,National symbols of Albania | Preševo Valley
Hybrid original,keep,5a775bab5542994aec3b72a8,The National symbols of Albania are used in this part of Serbia that are composed of which municipalities?,1.0,1.0,1.0,1.5,0.0,2,The National symbols of Albania are used in this part of Serbia that are composed of which municipalities?,National symbols of Albania | Preševo Valley | National symbols of Serbia | National symbols of Peru | National symbols of Argentina,National symbols of Albania | Preševo Valley
Hybrid keyword,keyword_compress,5a775bab5542994aec3b72a8,The National symbols of Albania are used in this part of Serbia that are composed of which municipalities?,1.0,1.0,0.9197207891481876,1.5,0.0,2,national symbols albania used part serbia composed municipalities,National symbols of Albania | National symbols of Serbia | Preševo Valley | National symbols of Peru | National symbols of Belarus,National symbols of Albania | Preševo Valley
Dense original,keep,5ae4eb9255429908b63264ba,What were the nations after 1722 that composed a culture that was extensively studied by William N. Fenton?,1.0,1.0,0.9197207891481876,1.5,0.0,1,What were the nations after 1722 that composed a culture that was extensively studied by William N. Fenton?,William N. Fenton | Kunda culture | Iroquois | Oliver Phase | Ashanti Empire,Iroquois | William N. Fenton
Dense keyword,keyword_compress,5ae4eb9255429908b63264ba,What were the nations after 1722 that composed a culture that was extensively studied by William N. Fenton?,1.0,1.0,0.9197207891481876,1.5,0.0,1,nations after 1722 composed culture extensively studied william n fenton,William N. Fenton | Kunda culture | Iroquois | Oliver Phase | Ashanti Empire,Iroquois | William N. Fenton
Hybrid original,keep,5ae4eb9255429908b63264ba,What were the nations after 1722 that composed a culture that was extensively studied by William N. Fenton?,1.0,1.0,1.0,1.5,0.0,2,What were the nations after 1722 that composed a culture that was extensively studied by William N. Fenton?,William N. Fenton | Iroquois | Kunda culture | Ashanti Empire | William N. Rhodes,Iroquois | William N. Fenton
Hybrid keyword,keyword_compress,5ae4eb9255429908b63264ba,What were the nations after 1722 that composed a culture that was extensively studied by William N. Fenton?,1.0,1.0,1.0,1.5,0.0,2,nations after 1722 composed culture extensively studied william n fenton,William N. Fenton | Iroquois | Kunda culture | Candicine | Oliver Phase,Iroquois | William N. Fenton
Dense original,keep,5a8a57fe55429930ff3c0da0,When did the Cartoon Network series that starred Jessie Usher as Lyle premiere?,1.0,1.0,0.8772153153380493,1.5,0.0,1,When did the Cartoon Network series that starred Jessie Usher as Lyle premiere?,Jessie Usher | Right Now Kapow | Out of Jimmy's Head | Level Up (U.S. TV series) | Cartoon Network Digital App,Jessie Usher | Level Up (U.S. TV series)
Dense keyword,keyword_compress,5a8a57fe55429930ff3c0da0,When did the Cartoon Network series that starred Jessie Usher as Lyle premiere?,1.0,1.0,0.8503449055347546,1.5,0.0,1,cartoon network series starred jessie usher lyle premiere,Jessie Usher | Right Now Kapow | Out of Jimmy's Head | Cartoon Network Digital App | Level Up (U.S. TV series),Jessie Usher | Level Up (U.S. TV series)
Hybrid original,keep,5a8a57fe55429930ff3c0da0,When did the Cartoon Network series that starred Jessie Usher as Lyle premiere?,1.0,1.0,0.9197207891481876,1.5,0.0,2,When did the Cartoon Network series that starred Jessie Usher as Lyle premiere?,Jessie Usher | Out of Jimmy's Head | Level Up (U.S. TV series) | Right Now Kapow | Cartoon Network Digital App,Jessie Usher | Level Up (U.S. TV series)
